CustomerID,FullName,Age,City,JoinDate,Churn,OrderID,OrderDate,ShipMode,ProductID,ProductName,Category,Price,Cost,Quantity,Discount,Days_Since_Last_Order,Total_Orders,Revenue,Profit
1566,Customer_1204,60,Luxor,2023-12-15,0,11007,2023-12-15,Standard,149,Product_149,Clothing,929.6,577.0,5,0.1,383,3,4183.2,1298.2
1370,Customer_1205,12,Giza,2022-02-19,0,11281,2022-02-19,Same Day,116,Product_116,Sports,319.3,219.63,5,0.2,1001,3,1277.2,179.05
1935,Customer_1206,73,Giza,2022-01-03,0,10262,2022-01-03,Express,143,Product_143,Sports,1058.2,470.06,5,0.2,468,9,4232.8,1882.5
1660,Customer_1207,29,Cairo,2023-09-21,0,10120,2023-09-21,Standard,131,Product_131,Clothing,152.46,80.88,4,0.0,441,8,609.84,286.32
2454,Customer_1208,71,Luxor,2023-08-28,1,11743,2023-08-28,Express,127,Product_127,Clothing,462.79,231.97,1,0.2,492,2,370.23,138.26
1968,Customer_1209,36,Luxor,2020-07-11,1,10020,2020-07-11,Same Day,133,Product_133,Electronics,1019.13,526.42,1,0.05,755,4,968.17,441.75
2332,Customer_1210,34,Giza,2022-10-11,0,10904,2022-10-11,Same Day,129,Product_129,Sports,499.95,312.94,2,0.0,789,4,999.9,374.02
2160,Customer_1211,36,Mansoura,2020-03-16,0,10139,2020-03-16,Express,108,Product_108,Clothing,122.28,73.17,1,0.0,447,4,122.28,49.11
1201,Customer_1212,33,Mansoura,2020-09-15,0,13548,2020-09-15,Same Day,133,Product_133,Electronics,1256.21,867.55,5,0.0,765,5,6281.05,1943.3
2459,Customer_1213,77,Cairo,2022-10-25,0,11815,2022-10-25,Express,141,Product_141,Electronics,499.98,429.515,3,0.05,661,6,1424.94,136.39
1312,Customer_1214,38,Mansoura,2023-04-23,0,11312,2023-04-23,Standard,119,Product_119,Sports,141.5,79.66,1,0.05,387,5,134.42,54.76
1116,Customer_1215,35,Mansoura,2021-11-10,0,10205,2021-11-10,Same Day,121,Product_121,Electronics,158.44,84.72,3,0.05,1071,3,451.55,197.39
1936,Customer_1216,41,Mansoura,2020-07-24,0,10042,2020-07-24,Same Day,141,Product_141,Electronics,415.05,280.43,4,0.0,840,3,1660.2,538.48
1574,Customer_1217,25,Alexandria,2022-06-20,0,12897,2022-06-20,Express,121,Product_121,Home Appliances,308.12,124.23,2,0.0,762,6,616.24,367.78
1243,Customer_1218,41,Cairo,2020-07-23,1,13189,2020-07-23,Express,125,Product_125,Clothing,1172.74,817.11,2,0.0,1286,2,2345.48,711.26
1536,Customer_1219,17,Giza,2022-12-13,1,11028,2022-12-13,Express,142,Product_142,Sports,516.44,280.9,2,0.2,750,5,826.3,264.5
1074,Customer_1220,30,Mansoura,2022-07-24,0,12254,2022-07-24,Express,123,Product_123,Clothing,1216.81,715.07,4,0.0,519,6,4867.24,2006.96
1385,Customer_1221,54,Aswan,2020-02-01,0,12682,2020-02-01,Express,111,Product_111,Home Appliances,302.08,153.46,5,0.0,378,6,1510.4,743.1
2233,Customer_1222,40,Alexandria,2024-01-19,0,11862,2024-01-19,Same Day,133,Product_133,Sports,764.67,501.44,3,0.0,335,4,2294.01,789.69
1474,Customer_1223,48,Mansoura,2020-10-22,1,10344,2020-10-22,Express,120,Product_120,Clothing,1047.65,595.69,1,0.0,1501,3,1047.65,451.96
1417,Customer_1224,62,Alexandria,2022-04-19,1,11165,2022-04-19,Standard,125,Product_125,Electronics,995.39,596.08,5,0.0,988,2,4976.95,1996.55
1346,Customer_1225,55,Cairo,2023-02-09,0,12419,2023-02-09,Express,126,Product_126,Sports,921.64,548.07,2,0.05,487,2,1751.12,654.98
1639,Customer_1226,42,Aswan,2020-12-11,1,13303,2020-12-11,Same Day,140,Product_140,Home Appliances,1390.99,708.28,2,0.0,1264,4,2781.98,1365.42
1938,Customer_1227,71,Aswan,2020-02-06,1,13235,2020-02-06,Standard,112,Product_112,Electronics,381.36,161.24,5,0.0,1439,4,1906.8,1100.6
1954,Customer_1228,30,Aswan,2022-08-19,0,12594,2022-08-19,Same Day,132,Product_132,Home Appliances,765.89,491.94,3,0.0,741,5,2297.67,821.85
1875,Customer_1229,38,Mansoura,2021-06-26,1,11387,2021-06-26,Express,133,Product_133,Electronics,1331.79,648.47,5,0.0,855,3,6658.95,3416.6
1762,Customer_1230,39,Alexandria,2021-11-24,1,10983,2021-11-24,Same Day,110,Product_110,Clothing,162.95,106.68,4,0.2,783,7,521.44,94.72
2202,Customer_1231,38,Aswan,2023-06-30,1,10334,2023-06-30,Same Day,104,Product_104,Clothing,131.04,76.34,2,0.0,551,3,262.08,109.4
2205,Customer_1232,23,Luxor,2023-11-19,0,12058,2023-11-19,Express,115,Product_115,Clothing,388.29,196.52,3,0.0,409,7,1164.87,575.31
1663,Customer_1233,16,Luxor,2022-03-25,0,13479,2022-03-25,Same Day,106,Product_106,Home Appliances,967.88,559.7,1,0.2,521,6,774.3,214.6
1024,Customer_1234,46,Alexandria,2023-08-23,0,12122,2023-08-23,Same Day,127,Product_127,Sports,426.83,253.39,2,0.0,426,6,853.66,346.88
2203,Customer_1235,30,Mansoura,2020-06-13,1,11323,2020-06-13,Same Day,105,Product_105,Clothing,325.85,199.42,5,0.05,1251,3,1547.79,550.69
1709,Customer_1236,68,Mansoura,2021-03-11,0,12994,2021-03-11,Standard,105,Product_105,Home Appliances,715.26,462.56,3,0.0,677,5,2145.78,758.1
2184,Customer_1237,38,Cairo,2023-10-13,0,12960,2023-10-13,Same Day,118,Product_118,Electronics,939.72,420.93,2,0.0,338,9,1879.44,1037.58
1176,Customer_1238,36,Cairo,2022-12-28,1,13452,2022-12-28,Express,128,Product_128,Clothing,410.41,280.41,1,0.0,496,5,410.41,130.0
1284,Customer_1239,56,Aswan,2022-02-17,0,12757,2022-02-17,Express,135,Product_135,Electronics,486.0,254.3,1,0.0,647,4,486.0,231.7
1062,Customer_1240,46,Giza,2021-10-10,1,12900,2021-10-10,Same Day,122,Product_122,Clothing,939.66,618.42,5,0.1,624,3,4228.47,1136.37
2002,Customer_1241,37,Cairo,2023-07-07,0,10775,2023-07-07,Express,134,Product_134,Electronics,1421.32,662.54,4,0.1,544,2,5116.75,2466.59
1661,Customer_1242,30,Mansoura,2024-11-01,0,13918,2024-11-01,Standard,104,Product_104,Home Appliances,1028.38,420.31,5,0.0,356,10,5141.9,3040.35
1665,Customer_1243,94,Giza,2022-09-26,0,10885,2022-09-26,Express,118,Product_118,Clothing,1185.21,677.94,3,0.0,715,4,3555.63,1521.81
1155,Customer_1244,45,Cairo,2023-01-13,0,12035,2023-01-13,Express,141,Product_141,Home Appliances,581.87,429.515,5,0.1,426,5,2618.42,470.85
2492,Customer_1245,56,Alexandria,2020-03-14,1,10735,2020-03-14,Same Day,126,Product_126,Home Appliances,444.77,309.27,3,0.0,892,4,1334.31,406.5
2072,Customer_1246,41,Luxor,2023-06-18,0,12681,2023-06-18,Standard,142,Product_142,Electronics,708.69,305.68,4,0.0,340,5,2834.76,1612.04
1966,Customer_1247,31,Cairo,2020-05-20,1,13657,2020-05-20,Standard,122,Product_122,Clothing,1220.34,429.515,5,0.0,1687,1,6101.7,3954.12
1848,Customer_1248,71,Cairo,2021-04-25,0,11051,2021-04-25,Express,147,Product_147,Sports,711.63,294.26,1,0.0,421,3,711.63,417.37
2107,Customer_1249,60,Alexandria,2023-07-16,0,11486,2023-07-16,Express,133,Product_133,Sports,1277.75,594.23,3,0.0,351,10,3833.25,2050.56
2384,Customer_1250,46,Mansoura,2023-11-02,0,10395,2023-11-02,Same Day,143,Product_143,Home Appliances,1483.72,851.3,3,0.0,426,4,4451.16,1897.26
1688,Customer_1251,34,Aswan,2021-11-08,0,10682,2021-11-08,Same Day,114,Product_114,Electronics,154.44,85.2,1,0.0,456,3,154.44,69.24
1147,Customer_1252,36,Alexandria,2021-10-04,0,12001,2021-10-04,Standard,131,Product_131,Electronics,115.84,58.5,5,0.1,1135,3,521.28,228.78
1341,Customer_1253,29,Aswan,2020-04-07,0,13447,2020-04-07,Same Day,110,Product_110,Electronics,266.91,113.87,4,0.0,806,5,1067.64,612.16
1475,Customer_1254,22,Cairo,2022-07-06,0,12468,2022-07-06,Standard,124,Product_124,Clothing,607.34,285.52,2,0.0,366,7,1214.68,643.64
2086,Customer_1255,53,Mansoura,2020-07-20,0,10363,2020-07-20,Standard,121,Product_121,Clothing,240.01,109.26,5,0.0,561,5,1200.05,653.75
2383,Customer_1256,48,Giza,2023-07-21,0,13966,2023-07-21,Express,148,Product_148,Electronics,1312.46,818.58,5,0.05,530,3,6234.18,2141.28
1560,Customer_1257,51,Cairo,2023-12-12,0,13287,2023-12-12,Standard,108,Product_108,Sports,83.56,429.515,3,0.0,386,6,250.68,-1037.86
1326,Customer_1258,34,Alexandria,2020-07-24,1,11854,2020-07-24,Standard,132,Product_132,Sports,507.9,429.515,3,0.0,1055,4,1523.7,235.15
2164,Customer_1259,43,Giza,2022-06-27,0,13172,2022-06-27,Standard,131,Product_131,Clothing,317.81,219.52,4,0.1,674,5,1144.12,266.04
1989,Customer_1260,33,Luxor,2020-12-06,0,11781,2020-12-06,Standard,134,Product_134,Electronics,1400.73,931.87,4,0.0,565,7,5602.92,1875.44
1214,Customer_1261,29,Giza,2023-11-22,1,10092,2023-11-22,Express,123,Product_123,Sports,1020.75,560.74,4,0.0,406,3,4083.0,1840.04
1434,Customer_1262,65,Alexandria,2021-05-09,0,11598,2021-05-09,Same Day,125,Product_125,Sports,1372.44,429.515,1,0.2,792,6,1097.95,668.44
1951,Customer_1263,41,Giza,2020-02-29,0,10265,2020-02-29,Same Day,107,Product_107,Clothing,1459.88,985.03,2,0.0,702,5,2919.76,949.7
1722,Customer_1264,47,Alexandria,2020-04-04,1,12253,2020-04-04,Standard,119,Product_119,Clothing,770.79,449.65,2,0.0,1733,1,1541.58,642.28
2341,Customer_1265,52,Cairo,2021-10-26,0,13151,2021-10-26,Same Day,107,Product_107,Sports,389.76,190.33,4,0.0,627,7,1559.04,797.72
1031,Customer_1266,42,Mansoura,2020-04-24,1,12084,2020-04-24,Same Day,147,Product_147,Electronics,330.91,429.515,3,0.1,1196,3,893.46,-395.08
1669,Customer_1267,43,Luxor,2021-08-23,0,11034,2021-08-23,Standard,108,Product_108,Sports,373.23,260.38,2,0.0,431,4,746.46,225.7
1284,Customer_1268,23,Mansoura,2022-04-01,0,13698,2022-04-01,Standard,114,Product_114,Sports,1077.46,705.57,5,0.05,647,4,5117.93,1590.08
2328,Customer_1269,26,Mansoura,2022-02-06,0,11113,2022-02-06,Same Day,101,Product_101,Electronics,108.65,52.63,1,0.05,388,3,103.22,50.59
1428,Customer_1270,25,Mansoura,2022-01-06,0,10743,2022-01-06,Express,113,Product_113,Clothing,124.47,85.37,3,0.0,945,2,373.41,117.3
1285,Customer_1271,49,Alexandria,2020-10-25,1,12066,2020-10-25,Same Day,103,Product_103,Electronics,931.81,647.08,1,0.05,1157,3,885.22,238.14
2167,Customer_1272,41,Alexandria,2021-05-15,0,13635,2021-05-15,Standard,128,Product_128,Electronics,980.98,460.42,5,0.0,367,5,4904.9,2602.8
2447,Customer_1273,26,Luxor,2022-12-23,0,10373,2022-12-23,Same Day,138,Product_138,Electronics,1014.63,678.46,2,0.0,531,4,2029.26,672.34
2042,Customer_1274,48,Alexandria,2022-04-23,0,11809,2022-04-23,Same Day,115,Product_115,Electronics,589.23,391.81,1,0.0,984,3,589.23,197.42
1017,Customer_1275,48,Aswan,2023-05-03,1,10093,2023-05-03,Express,136,Product_136,Clothing,1218.62,501.98,1,0.0,668,2,1218.62,716.64
1768,Customer_1276,29,Alexandria,2023-10-28,1,10031,2023-10-28,Same Day,103,Product_103,Sports,823.76,495.0,1,0.0,337,3,823.76,328.76
1589,Customer_1277,39,Alexandria,2021-03-01,1,13734,2021-03-01,Same Day,104,Product_104,Home Appliances,202.93,99.76,5,0.0,1425,2,1014.65,515.85
2394,Customer_1278,48,Alexandria,2020-12-14,1,10139,2020-12-14,Standard,105,Product_105,Clothing,1205.79,726.35,3,0.0,1112,3,3617.37,1438.32
2198,Customer_1279,27,Cairo,2020-12-24,0,11593,2020-12-24,Express,126,Product_126,Electronics,1431.95,965.23,3,0.0,502,3,4295.85,1400.16
2009,Customer_1280,48,Luxor,2020-10-06,0,13020,2020-10-06,Same Day,125,Product_125,Sports,137.05,75.33,5,0.05,764,3,650.99,274.34
1193,Customer_1281,44,Aswan,2023-06-02,0,13092,2023-06-02,Same Day,110,Product_110,Sports,617.46,323.75,1,0.0,405,7,617.46,293.71
1501,Customer_1282,25,Alexandria,2022-02-22,0,13220,2022-02-22,Standard,108,Product_108,Electronics,756.9,512.01,1,0.1,511,2,681.21,169.2
1987,Customer_1283,43,Luxor,2023-06-23,0,13292,2023-06-23,Standard,112,Product_112,Clothing,262.38,429.515,4,0.05,558,6,997.04,-721.02
2136,Customer_1284,45,Giza,2023-10-31,0,12780,2023-10-31,Express,103,Product_103,Electronics,1308.18,547.7,2,0.0,428,7,2616.36,1520.96
1113,Customer_1285,30,Cairo,2021-05-08,0,12801,2021-05-08,Express,127,Product_127,Sports,462.02,312.72,2,0.0,423,5,924.04,298.6
2245,Customer_1286,31,Alexandria,2022-10-16,1,11242,2022-10-16,Express,123,Product_123,Sports,1185.36,503.58,3,0.0,576,4,3556.08,2045.34
1946,Customer_1287,24,Aswan,2023-04-09,0,11564,2023-04-09,Standard,140,Product_140,Clothing,1022.94,512.68,5,0.1,380,9,4603.23,2039.83
1830,Customer_1288,33,Cairo,2020-10-20,0,11582,2020-10-20,Standard,133,Product_133,Home Appliances,917.17,576.69,1,0.0,337,5,917.17,340.48
2287,Customer_1289,39,Aswan,2021-04-20,1,11931,2021-04-20,Standard,114,Product_114,Electronics,328.61,208.05,2,0.0,1131,5,657.22,241.12
1924,Customer_1290,31,Cairo,2022-08-02,0,10057,2022-08-02,Standard,123,Product_123,Home Appliances,370.02,429.515,5,0.0,375,6,1850.1,-297.47
1054,Customer_1291,17,Giza,2023-07-30,0,13496,2023-07-30,Express,131,Product_131,Sports,118.66,48.86,5,0.0,397,5,593.3,349.0
1799,Customer_1292,29,Luxor,2021-06-04,1,11298,2021-06-04,Express,113,Product_113,Home Appliances,399.03,175.53,1,0.0,807,3,399.03,223.5
1777,Customer_1293,33,Cairo,2022-07-30,0,12187,2022-07-30,Express,112,Product_112,Electronics,550.89,375.08,5,0.0,448,4,2754.45,879.05
2481,Customer_1294,52,Mansoura,2021-06-06,1,11046,2021-06-06,Standard,135,Product_135,Electronics,1258.06,533.97,2,0.0,498,3,2516.12,1448.18
1161,Customer_1295,48,Giza,2023-09-27,0,12948,2023-09-27,Standard,118,Product_118,Sports,581.27,246.2,4,0.2,455,6,1860.06,875.26
2403,Customer_1296,52,Mansoura,2020-01-20,0,10377,2020-01-20,Standard,121,Product_121,Clothing,1144.2,744.52,2,0.2,626,7,1830.72,341.68
1086,Customer_1297,28,Giza,2022-10-08,0,10921,2022-10-08,Standard,145,Product_145,Clothing,687.19,407.08,4,0.0,875,5,2748.76,1120.44
1054,Customer_1298,42,Mansoura,2021-08-12,0,10372,2021-08-12,Same Day,147,Product_147,Sports,1188.06,600.56,5,0.05,397,5,5643.28,2640.48
2499,Customer_1299,3,Mansoura,2023-10-19,0,13134,2023-10-19,Express,142,Product_142,Electronics,1465.59,659.1,2,0.2,440,4,2344.94,1026.74
2201,Customer_1300,46,Aswan,2023-01-24,0,11587,2023-01-24,Express,101,Product_101,Clothing,397.77,264.62,1,0.0,341,7,397.77,133.15
2414,Customer_1301,49,Cairo,2020-11-19,0,10777,2020-11-19,Same Day,138,Product_138,Home Appliances,1300.4,905.81,5,0.0,510,3,6502.0,1972.95
2372,Customer_1302,34,Cairo,2020-05-31,0,11365,2020-05-31,Express,141,Product_141,Sports,951.64,394.92,1,0.2,369,7,761.31,366.39
2031,Customer_1303,44,Giza,2022-06-23,1,10166,2022-06-23,Standard,142,Product_142,Home Appliances,1235.08,699.34,4,0.0,344,5,4940.32,2142.96
1832,Customer_1304,17,Luxor,2021-08-12,0,13222,2021-08-12,Express,147,Product_147,Electronics,994.8,475.9,3,0.2,481,6,2387.52,959.82
1312,Customer_1305,27,Aswan,2023-04-18,0,12570,2023-04-18,Standard,109,Product_109,Clothing,664.73,431.89,3,0.0,387,5,1994.19,698.52
1758,Customer_1306,51,Cairo,2021-09-04,0,12011,2021-09-04,Standard,123,Product_123,Electronics,380.71,191.81,4,0.0,475,7,1522.84,755.6
1442,Customer_1307,47,Cairo,2023-01-08,0,13678,2023-01-08,Standard,114,Product_114,Home Appliances,151.55,93.11,3,0.0,519,4,454.65,175.32
1327,Customer_1308,33,Aswan,2022-05-18,0,10583,2022-05-18,Same Day,111,Product_111,Electronics,826.5,464.37,5,0.0,959,3,4132.5,1810.65
2077,Customer_1309,52,Alexandria,2023-11-14,1,12548,2023-11-14,Express,107,Product_107,Electronics,1485.97,835.79,5,0.0,414,3,7429.85,3250.9
1760,Customer_1310,42,Aswan,2021-05-27,0,12943,2021-05-27,Standard,131,Product_131,Sports,1120.16,736.39,2,0.0,633,6,2240.32,767.54
2262,Customer_1311,32,Cairo,2022-07-24,1,10998,2022-07-24,Express,124,Product_124,Sports,524.65,283.9,5,0.0,892,5,2623.25,1203.75
2252,Customer_1312,37,Luxor,2021-09-10,0,10559,2021-09-10,Same Day,126,Product_126,Electronics,1249.45,816.74,3,0.0,581,7,3748.35,1298.13
1578,Customer_1313,33,Alexandria,2021-02-11,0,13419,2021-02-11,Express,130,Product_130,Sports,1165.03,593.03,1,0.0,1000,4,1165.03,572.0
2074,Customer_1314,22,Mansoura,2022-02-26,1,13343,2022-02-26,Express,134,Product_134,Electronics,458.37,207.38,2,0.1,1040,2,825.07,410.31
2006,Customer_1315,58,Aswan,2022-09-16,1,13501,2022-09-16,Express,146,Product_146,Home Appliances,70.75,37.97,1,0.0,785,5,70.75,32.78
2287,Customer_1316,31,Mansoura,2020-08-06,1,11011,2020-08-06,Express,138,Product_138,Sports,221.34,121.63,3,0.1,1131,5,597.62,232.73
2441,Customer_1317,27,Alexandria,2021-04-30,0,13678,2021-04-30,Same Day,105,Product_105,Electronics,1322.09,718.58,1,0.1,393,4,1189.88,471.3
1095,Customer_1318,17,Alexandria,2022-02-20,1,10232,2022-02-20,Express,105,Product_105,Sports,1263.02,811.49,3,0.0,351,4,3789.06,1354.59
2111,Customer_1319,0,Alexandria,2023-03-17,0,10559,2023-03-17,Standard,119,Product_119,Electronics,478.05,272.2,5,0.0,648,4,2390.25,1029.25
2101,Customer_1320,50,Giza,2022-05-01,1,11231,2022-05-01,Same Day,138,Product_138,Sports,463.53,308.96,2,0.2,1059,3,741.65,123.73
2311,Customer_1321,51,Aswan,2023-03-23,0,13524,2023-03-23,Express,128,Product_128,Clothing,1199.65,664.91,4,0.05,474,6,4558.67,1899.03
2143,Customer_1322,57,Luxor,2021-08-28,0,11762,2021-08-28,Express,126,Product_126,Electronics,1409.72,658.92,3,0.0,370,7,4229.16,2252.4
1813,Customer_1323,37,Luxor,2023-12-03,0,11524,2023-12-03,Standard,142,Product_142,Clothing,1179.75,517.73,5,0.05,395,5,5603.81,3015.16
1490,Customer_1324,41,Mansoura,2021-08-27,1,10920,2021-08-27,Same Day,123,Product_123,Electronics,928.09,613.01,1,0.0,1223,2,928.09,315.08
1451,Customer_1325,32,Mansoura,2020-02-14,0,13660,2020-02-14,Same Day,146,Product_146,Clothing,401.87,167.52,5,0.0,334,3,2009.35,1171.75
1164,Customer_1326,33,Mansoura,2023-10-09,0,12908,2023-10-09,Standard,149,Product_149,Electronics,812.33,353.59,1,0.0,479,4,812.33,458.74
1181,Customer_1327,56,Aswan,2022-03-21,1,11242,2022-03-21,Express,130,Product_130,Sports,388.59,162.86,1,0.0,1017,1,388.59,225.73
1468,Customer_1328,39,Cairo,2021-07-16,1,12919,2021-07-16,Express,103,Product_103,Clothing,1221.62,643.94,1,0.2,1265,1,977.3,333.36
1909,Customer_1329,45,Mansoura,2020-01-17,1,10080,2020-01-17,Same Day,128,Product_128,Sports,611.09,342.08,1,0.1,419,3,549.98,207.9
1734,Customer_1330,33,Alexandria,2023-03-05,1,13620,2023-03-05,Same Day,133,Product_133,Electronics,1258.86,511.05,2,0.0,478,2,2517.72,1495.62
1822,Customer_1331,59,Mansoura,2023-11-05,1,12661,2023-11-05,Express,142,Product_142,Sports,603.33,334.65,1,0.0,423,5,603.33,268.68
1943,Customer_1332,11,Alexandria,2020-04-10,0,10702,2020-04-10,Standard,103,Product_103,Electronics,1245.02,645.08,2,0.0,378,5,2490.04,1199.88
1006,Customer_1333,21,Giza,2023-05-26,1,10540,2023-05-26,Standard,105,Product_105,Sports,533.31,337.1,4,0.0,586,4,2133.24,784.84
1329,Customer_1334,45,Cairo,2022-10-14,0,11849,2022-10-14,Express,119,Product_119,Clothing,688.19,446.63,2,0.0,493,3,1376.38,483.12
1774,Customer_1335,66,Cairo,2021-08-09,1,12812,2021-08-09,Standard,142,Product_142,Electronics,942.46,570.65,1,0.0,1241,2,942.46,371.81
1150,Customer_1336,36,Aswan,2021-04-16,0,11274,2021-04-16,Same Day,148,Product_148,Sports,151.92,82.35,4,0.0,459,4,607.68,278.28
2108,Customer_1337,27,Aswan,2023-05-28,0,12785,2023-05-28,Express,101,Product_101,Electronics,1424.9,662.36,5,0.0,440,3,7124.5,3812.7
1146,Customer_1338,55,Luxor,2021-12-22,0,12653,2021-12-22,Standard,138,Product_138,Electronics,881.73,576.77,2,0.2,660,5,1410.77,257.23
2404,Customer_1339,44,Giza,2021-03-24,0,13486,2021-03-24,Standard,109,Product_109,Electronics,786.34,395.14,5,0.2,782,4,3145.36,1169.66
1914,Customer_1340,59,Aswan,2023-07-27,1,13157,2023-07-27,Same Day,105,Product_105,Home Appliances,1267.12,642.29,4,0.0,514,4,5068.48,2499.32
2308,Customer_1341,20,Alexandria,2021-01-24,1,10621,2021-01-24,Same Day,146,Product_146,Electronics,1305.36,880.86,2,0.0,456,4,2610.72,849.0
1699,Customer_1342,58,Giza,2023-06-25,0,11240,2023-06-25,Express,142,Product_142,Sports,807.28,559.19,1,0.0,433,9,807.28,248.09
1081,Customer_1343,16,Cairo,2021-05-28,1,13069,2021-05-28,Same Day,134,Product_134,Home Appliances,1394.53,933.55,2,0.0,809,4,2789.06,921.96
1513,Customer_1344,35,Alexandria,2023-10-20,0,12243,2023-10-20,Same Day,137,Product_137,Sports,143.87,100.63,1,0.2,439,3,115.1,14.47
1814,Customer_1345,46,Giza,2024-01-16,0,13042,2024-01-16,Express,133,Product_133,Home Appliances,214.18,141.5,3,0.0,351,4,642.54,218.04
1708,Customer_1346,42,Cairo,2023-09-12,0,11320,2023-09-12,Standard,125,Product_125,Electronics,915.34,559.55,2,0.0,425,6,1830.68,711.58
1745,Customer_1347,55,Aswan,2023-10-26,0,12993,2023-10-26,Same Day,142,Product_142,Clothing,563.4,275.02,2,0.0,361,3,1126.8,576.76
2022,Customer_1348,12,Alexandria,2020-07-10,0,12091,2020-07-10,Express,129,Product_129,Clothing,723.13,495.99,5,0.2,709,2,2892.52,412.57
2409,Customer_1349,42,Alexandria,2023-07-10,0,12440,2023-07-10,Same Day,125,Product_125,Electronics,525.71,348.54,5,0.0,541,4,2628.55,885.85
1706,Customer_1350,57,Cairo,2020-07-17,1,11466,2020-07-17,Same Day,109,Product_109,Home Appliances,636.85,300.74,4,0.0,505,2,2547.4,1344.44
1470,Customer_1351,40,Alexandria,2023-09-07,0,11113,2023-09-07,Standard,103,Product_103,Sports,1242.84,679.52,1,0.2,344,7,994.27,314.75
2142,Customer_1352,22,Aswan,2023-08-16,0,12202,2023-08-16,Same Day,115,Product_115,Clothing,910.54,383.35,5,0.0,504,4,4552.7,2635.95
1395,Customer_1353,55,Aswan,2020-03-21,0,13025,2020-03-21,Same Day,104,Product_104,Electronics,1496.15,1026.35,4,0.0,787,5,5984.6,1879.2
1260,Customer_1354,30,Aswan,2021-09-24,1,13549,2021-09-24,Same Day,145,Product_145,Electronics,1190.97,681.03,1,0.0,747,5,1190.97,509.94
1804,Customer_1355,27,Cairo,2022-06-21,0,11644,2022-06-21,Standard,138,Product_138,Home Appliances,446.82,211.6,1,0.1,375,6,402.14,190.54
1933,Customer_1356,25,Mansoura,2020-03-09,0,10058,2020-03-09,Same Day,120,Product_120,Clothing,433.3,211.33,1,0.1,529,6,389.97,178.64
2279,Customer_1357,37,Mansoura,2023-04-01,0,12157,2023-04-01,Express,149,Product_149,Electronics,537.05,372.82,3,0.0,456,4,1611.15,492.69
1904,Customer_1358,42,Alexandria,2022-01-17,0,10478,2022-01-17,Express,123,Product_123,Clothing,1272.73,744.15,1,0.0,352,3,1272.73,528.58
2249,Customer_1359,20,Aswan,2024-02-08,0,12665,2024-02-08,Standard,137,Product_137,Sports,89.57,47.13,4,0.0,328,6,358.28,169.76
2076,Customer_1360,24,Alexandria,2020-09-26,0,11922,2020-09-26,Standard,147,Product_147,Electronics,383.76,211.05,1,0.0,827,6,383.76,172.71
1939,Customer_1361,29,Cairo,2020-03-07,0,11756,2020-03-07,Standard,108,Product_108,Electronics,1362.13,585.12,1,0.0,364,5,1362.13,777.01
1853,Customer_1362,25,Alexandria,2021-08-27,1,11798,2021-08-27,Same Day,137,Product_137,Sports,977.85,413.15,4,0.0,891,4,3911.4,2258.8
2387,Customer_1363,40,Luxor,2021-10-31,1,11617,2021-10-31,Standard,145,Product_145,Electronics,378.93,218.95,2,0.0,887,6,757.86,319.96
2303,Customer_1364,45,Mansoura,2022-04-30,0,10783,2022-04-30,Express,133,Product_133,Home Appliances,367.76,203.59,1,0.2,638,4,294.21,90.62
1592,Customer_1365,43,Alexandria,2020-12-25,0,13120,2020-12-25,Express,133,Product_133,Sports,1300.8,660.48,4,0.0,569,6,5203.2,2561.28
1713,Customer_1366,43,Alexandria,2021-02-15,0,11400,2021-02-15,Same Day,107,Product_107,Home Appliances,1345.95,766.97,5,0.0,522,8,6729.75,2894.9
2181,Customer_1367,65,Giza,2020-09-27,1,11055,2020-09-27,Same Day,122,Product_122,Sports,421.39,177.74,4,0.0,677,2,1685.56,974.6
1631,Customer_1368,46,Alexandria,2023-09-01,0,11509,2023-09-01,Same Day,105,Product_105,Sports,659.74,450.73,3,0.0,566,5,1979.22,627.03
1058,Customer_1369,51,Luxor,2022-01-19,1,12648,2022-01-19,Same Day,146,Product_146,Home Appliances,1260.16,615.1,5,0.0,1078,3,6300.8,3225.3
1127,Customer_1370,33,Mansoura,2022-12-23,1,12987,2022-12-23,Express,115,Product_115,Sports,1167.96,492.33,2,0.0,740,5,2335.92,1351.26
1735,Customer_1371,54,Giza,2022-10-24,0,13039,2022-10-24,Express,121,Product_121,Clothing,1230.18,429.515,2,0.05,800,5,2337.34,1478.31
1720,Customer_1372,33,Cairo,2021-07-12,0,12578,2021-07-12,Standard,125,Product_125,Home Appliances,801.68,343.63,4,0.2,579,4,2565.38,1190.86
2138,Customer_1373,46,Cairo,2020-12-02,0,11026,2020-12-02,Same Day,117,Product_117,Sports,1371.75,622.2,4,0.0,416,2,5487.0,2998.2
2232,Customer_1374,19,Mansoura,2021-10-06,0,10377,2021-10-06,Express,107,Product_107,Home Appliances,522.63,274.39,1,0.0,976,2,522.63,248.24
1525,Customer_1375,42,Cairo,2022-09-13,0,10571,2022-09-13,Express,119,Product_119,Sports,277.17,172.24,1,0.0,377,5,277.17,104.93
1520,Customer_1376,25,Luxor,2021-08-27,0,11954,2021-08-27,Standard,107,Product_107,Sports,1077.66,429.515,3,0.05,365,6,3071.33,1782.78
1551,Customer_1377,54,Alexandria,2021-11-24,1,13313,2021-11-24,Express,140,Product_140,Clothing,832.06,441.64,1,0.0,881,2,832.06,390.42
