CustomerID,FullName,Age,City,JoinDate,Churn,OrderID,OrderDate,ShipMode,ProductID,ProductName,Category,Price,Cost,Quantity,Discount,Days_Since_Last_Order,Total_Orders
1726,Customer_540,33,Cairo,07-01-2023,0,11530,07-01-2023,Standard,104,Product_104,Clothing,537.69,,1,,417,7
1848,CUSTOMER_541,58,Cairo,07-11-2023,0,11769,07-11-2023,Standard,131,Product_131,Clothing,1170.75,530.07,4,0.2,421,3
1089,CUSTOMER_542,45,Luxor,13-01-2024,0,13557,13-01-2024,Express,116,Product_116,Sports,1088.63,472.36,3,,354,5
1775,customer_543,59,Aswan,05-10-2023,0,10442,05-10-2023,Standard,110,Product_110,Sports,935.85,471.68,4,,454,7
1604,Customer_544,50,Aswan,02/07/2021,0,10923,02/07/2021,Express,138,Product_138,Clothing,1286.13,647.08,5,,630,4
1969,  Customer_545  ,8,Giza,01/15/2022,1,12967,01/15/2022,Same Day,148,Product_148,Sports,459.0,297.4,1,,1082,1
2021,CUSTOMER_546,45,Luxor,02-06-2022,0,12098,02-06-2022,Express,110,Product_110,Sports,1333.33,623.61,3,0.1,457,4
1417,Customer_547,44,Alexandria,23-05-2020,1,12196,23-05-2020,Same Day,145,Product_145,Home Appliances,628.9,267.86,3,,988,2
1114,Customer_548,41,Alexandria,22-09-2023,0,11950,22-09-2023,Same Day,109,Product_109,Sports,631.3,366.82,1,0.2,467,3
1616,CUSTOMER_549,38,Giza,11/07/2021,1,11610,11/07/2021,Express,139,Product_139,Home Appliances,637.76,386.63,2,,1151,1
2219,  Customer_550  ,16,Aswan,06/30/2023,0,11841,06/30/2023,Same Day,136,Product_136,Clothing,192.24,93.9,5,0.2,528,5
1825,Customer_551,53,Alexandria,04-10-2021,1,13163,04-10-2021,Express,136,Product_136,Clothing,1464.46,850.62,1,0.2,1185,3
2098,Customer_552,45,Giza,09/20/2023,0,10367,09/20/2023,Standard,119,Product_119,elect,250.83,158.73,3,,469,6
1412,Customer_553,56,Alexandria,09/12/2020,0,10579,09/12/2020,Express,119,Product_119,Sports,544.28,274.46,2,,721,3
2399,Customer_554,16,Mansoura,14-01-2024,0,11770,14-01-2024,Same Day,112,Product_112,Clothing,512.99,286.05,3,0.1,353,5
2443,  Customer_555  ,47,Cairo,07-09-2021,1,13945,07-09-2021,Same Day,113,Product_113,Home Appliances,158.29,70.28,4,,1212,4
1728,CUSTOMER_556,36,Aswan,04-11-2022,0,10655,04-11-2022,Standard,125,Product_125,Clothing,270.78,110.23,3,0.1,789,4
2300,Customer_557,42,Mansoura,25-09-2021,1,12123,25-09-2021,Express,136,Product_136,Sports,115.04,79.88,5,,497,5
2020,customer_558,36,Giza,09/27/2023,0,13157,09/27/2023,Standard,125,Product_125,Electronics,473.99,232.22,1,0.05,434,3
1760,customer_559,48,Giza,04/16/2022,0,10226,04/16/2022,Same Day,128,Product_128,Electronics,1306.65,631.99,3,,633,6
1675,Customer_560,37,Mansoura,30-10-2021,0,13434,30-10-2021,Express,142,Product_142,Clothing,542.19,375.18,4,0.05,1030,4
2417,CUSTOMER_561,24,Cairo,04-04-2022,0,10958,04-04-2022,Same Day,139,Product_139,Electronics,229.35,141.85,4,,1003,4
1456,Customer_562,41,Cairo,11/28/2023,0,13639,11/28/2023,Express,130,Product_130,Sports,986.26,567.68,1,0.1,400,6
1919,customer_563,36,Luxor,28-08-2021,0,10591,28-08-2021,Standard,105,Product_105,Sports,1495.07,911.69,4,,404,3
1191,Customer_564,38,Alexandria,09-02-2023,0,10023,09-02-2023,Standard,117,Product_117,Electronics,386.87,237.14,1,,692,4
1738,customer_565,-7,Luxor,09/17/2020,0,11762,09/17/2020,Same Day,118,Product_118,Home Appliances,455.38,286.43,5,0.2,704,3
2122,  Customer_566  ,50,Cairo,01/27/2021,0,12075,01/27/2021,Standard,143,Product_143,Electronics,1459.18,613.08,1,0.05,541,9
1977,CUSTOMER_567,35,Mansoura,05/11/2022,1,12168,05/11/2022,Standard,147,Product_147,Electronics,309.23,161.99,2,0.2,966,3
2008,Customer_568,19,Alexandria,23-09-2023,1,11513,23-09-2023,Same Day,121,Product_121,Clothing,791.26,386.56,4,,391,5
1095,Customer_569,53,Mansoura,15-02-2022,1,13676,15-02-2022,Same Day,122,Product_122,Home Appliances,397.5,167.42,4,,351,4
1662,Customer_570,49,Luxor,10/19/2023,0,10852,10/19/2023,Same Day,139,Product_139,Electronics,1401.91,734.29,3,,440,3
2213,customer_571,35,Giza,12/22/2020,1,12671,12/22/2020,Express,106,Product_106,Clothing,1473.21,861.61,2,,1418,3
1036,Customer_572,22,Mansoura,14-06-2023,1,12937,14-06-2023,Same Day,116,Product_116,Clothing,1231.31,558.46,3,,567,3
2392,Customer_573,42,Luxor,03/11/2023,0,11368,03/11/2023,Express,102,Product_102,Clothing,506.44,248.92,1,,543,5
1278,  Customer_574  ,41,Luxor,08-09-2021,1,12022,08-09-2021,Same Day,101,Product_101,Sports,635.06,375.8,5,0.2,804,3
1216,customer_575,53,Luxor,11-04-2022,0,12078,11-04-2022,Express,130,Product_130,Clothing,401.34,230.29,4,,517,5
1866,Customer_576,33,Giza,01/27/2023,0,11678,01/27/2023,Same Day,143,Product_143,Clothing,1341.6,886.31,5,0.2,404,5
1872,Customer_577,57,Giza,01-01-2020,0,13950,01-01-2020,Express,137,Product_137,Sports,1376.11,877.09,1,,403,5
2296,Customer_578,31,Giza,14-09-2021,0,13881,14-09-2021,Standard,148,Product_148,Sports,657.36,453.37,1,0.2,481,5
1061,CUSTOMER_579,19,Alexandria,08/10/2021,0,13298,08/10/2021,Same Day,123,Product_123,Clothing,1001.97,580.3,2,,331,3
1595,Customer_580,23,Giza,03/06/2021,1,12917,03/06/2021,Same Day,101,Product_101,Electronics,290.05,176.8,3,0.05,839,4
1728,Customer_581,39,Giza,30-05-2022,0,13321,30-05-2022,Express,119,Product_119,Home Appliances,680.66,447.98,4,,789,4
2365,Customer_582,39,Giza,02-04-2023,1,10049,02-04-2023,Standard,146,Product_146,Sports,965.67,629.61,4,0.2,640,4
1396,Customer_583,44,Mansoura,27-05-2023,0,12773,27-05-2023,Standard,103,Product_103,Home Appliances,608.83,374.81,5,,384,7
1698,CUSTOMER_584,38,Giza,02-09-2023,0,11915,02-09-2023,Express,102,Product_102,Sports,568.52,312.73,2,,487,3
2042,Customer_585,54,Alexandria,10/21/2021,0,12436,10/21/2021,Same Day,137,Product_137,Clothing,51.45,24.8,1,,984,3
1176,  Customer_586  ,36,Luxor,08/10/2022,1,12991,08/10/2022,Standard,117,Product_117,Sports,1216.23,806.56,2,,496,5
1395,Customer_587,10,Mansoura,23-06-2022,0,11804,23-06-2022,Same Day,128,Product_128,Clothing,1339.54,847.92,4,0.1,787,5
1444,Customer_588,38,Cairo,06/24/2022,0,13359,06/24/2022,Express,118,Product_118,Home Appliances,1455.72,948.22,3,,688,7
2256,Customer_589,9,Giza,10/15/2023,0,11730,10/15/2023,Same Day,133,Product_133,Elec,1092.94,,5,0.05,329,8
1075,Customer_590,-10,Luxor,03/13/2021,0,11789,03/13/2021,Standard,115,Product_115,Clothing,845.75,418.18,1,,374,3
1264,  Customer_591  ,55,Luxor,11/12/2022,1,13662,11/12/2022,Express,122,Product_122,Home Appliances,440.46,232.33,1,0.2,558,3
1454,Customer_592,25,Mansoura,08/27/2022,0,11014,08/27/2022,Standard,141,Product_141,Home Appliances,1498.98,976.59,1,0.2,561,7
1717,CUSTOMER_593,61,Cairo,13-12-2020,1,12522,13-12-2020,Same Day,127,Product_127,Sports,905.14,604.51,3,,873,3
1734,  Customer_594  ,52,Aswan,11-09-2023,1,12803,11-09-2023,Same Day,137,Product_137,Clothing,1037.67,503.76,4,,478,2
2407,Customer_595,58,Alexandria,22-06-2020,1,12650,22-06-2020,Express,132,Product_132,Home Appliances,1039.49,629.86,4,,1654,2
1850,Customer_596,42,Aswan,04-08-2021,1,12973,04-08-2021,Standard,145,Product_145,Electronics,1275.62,540.03,2,,629,4
2390,Customer_597,25,Luxor,11/21/2022,0,11029,11/21/2022,Standard,119,Product_119,Sports,64.03,33.48,2,,385,5
1143,CUSTOMER_598,51,Aswan,09/21/2023,1,12840,09/21/2023,Standard,128,Product_128,Sports,369.36,201.67,4,,468,3
1884,customer_599,30,Luxor,20-07-2023,0,10411,20-07-2023,Express,128,Product_128,Home Appliances,1015.02,639.15,1,,531,2
2092,Customer_600,41,Aswan,06/22/2023,0,11981,06/22/2023,Same Day,110,Product_110,Clothing,1347.96,899.89,3,,410,5
2122,Customer_601,37,Luxor,17-11-2021,0,10661,17-11-2021,Same Day,120,Product_120,Sports,1043.74,523.11,4,,541,9
1395,customer_602,56,Luxor,07/10/2020,0,11347,07/10/2020,Same Day,125,Product_125,Clothing,649.56,362.66,3,,787,5
2048,Customer_603,50,Mansoura,26-04-2021,1,13470,26-04-2021,Standard,121,Product_121,Home Appliances,574.26,341.25,5,,1145,3
1947,Customer_604,38,Cairo,10/09/2023,1,11305,10/09/2023,Express,114,Product_114,Home Appliances,1120.02,558.45,1,,450,4
1890,CUSTOMER_605,10,Luxor,27-09-2021,0,10190,27-09-2021,Standard,122,Product_122,Clothing,1124.79,782.47,5,,830,6
2492,Customer_606,30,Alexandria,05-04-2021,1,12833,05-04-2021,Express,126,Product_126,Electronics,930.23,616.49,4,,892,4
2174,CUSTOMER_607,50,Alexandria,02/11/2021,0,10584,02/11/2021,Standard,144,Product_144,Sports,472.63,231.08,2,0.1,407,2
2167,Customer_608,44,Giza,10/28/2020,0,10958,10/28/2020,Express,111,Product_111,Home Appliances,1391.47,768.63,4,,367,5
1568,Customer_609,17,Luxor,02/20/2020,0,11853,02/20/2020,Standard,107,Product_107,Electronics,850.23,398.97,5,0.1,930,3
2062,Customer_610,12,Luxor,04-04-2020,0,10499,04-04-2020,Standard,117,Product_117,Electronics,1196.21,663.12,3,,370,10
1108,Customer_611,42,Luxor,05/16/2021,0,10579,05/16/2021,Express,118,Product_118,Clothing,360.75,218.25,4,,407,5
2065,Customer_612,24,Aswan,31-08-2022,1,10815,31-08-2022,Same Day,107,Product_107,Clothing,548.86,233.63,2,,854,2
2209,Customer_613,25,Luxor,05-06-2023,0,13505,05-06-2023,Same Day,120,Product_120,Clothing,1318.14,871.34,5,,576,2
1934,Customer_614,50,Luxor,29-05-2020,1,13134,29-05-2020,Express,138,Product_138,Electronics,122.66,70.91,4,0.05,776,2
1397,customer_615,58,Alexandria,21-07-2022,0,11476,21-07-2022,Express,111,Product_111,Sports,792.86,552.53,5,,434,5
2246,Customer_616,28,Cairo,28-04-2022,0,11516,28-04-2022,Same Day,144,Product_144,Clothing,748.47,305.13,5,0.2,492,8
1633,  Customer_617  ,39,Cairo,07/13/2023,0,11669,07/13/2023,Standard,116,Product_116,Sports,1139.28,739.9,1,,538,6
2156,Customer_618,200,Giza,24-03-2023,0,13513,24-03-2023,Same Day,127,Product_127,Clothing,458.75,292.49,3,,476,3
2186,Customer_619,37,Alexandria,02-02-2021,0,12037,02-02-2021,Express,111,Product_111,Electronics,367.65,161.71,1,,338,5
2238,Customer_620,40,Luxor,11-01-2024,0,11330,11-01-2024,Standard,116,Product_116,Sports,1392.89,697.27,5,,356,3
1732,Customer_621,51,Cairo,27-11-2023,0,10779,27-11-2023,Express,123,Product_123,Sports,878.98,584.91,2,,371,3
1234,Customer_622,29,Mansoura,25-02-2022,1,13806,25-02-2022,Same Day,112,Product_112,Electronics,201.8,112.11,2,,1041,6
1657,Customer_623,17,Mansoura,10/09/2022,0,12990,10/09/2022,Standard,140,Product_140,Sports,329.9,171.67,1,0.05,350,3
1750,Customer_624,65,Mansoura,29-03-2022,0,11149,29-03-2022,Same Day,103,Product_103,Electronics,1498.3,1006.33,2,0.05,414,5
1587,customer_625,56,Luxor,05/14/2021,0,12312,05/14/2021,Same Day,102,Product_102,Electronics,333.63,142.79,5,,427,8
2032,CUSTOMER_626,23,Luxor,10/29/2020,1,10006,10/29/2020,Same Day,138,Product_138,Home Appliances,935.19,506.81,4,,1525,1
2097,Customer_627,42,Giza,05-09-2023,0,11436,05-09-2023,Standard,148,Product_148,Clothing,659.19,392.69,5,,484,3
1953,  Customer_628  ,55,Giza,11/09/2023,0,13277,11/09/2023,Same Day,124,Product_124,Home Appliances,1334.12,777.21,4,,344,2
1491,Customer_629,51,Giza,12-01-2020,1,13250,12-01-2020,Standard,129,Product_129,Electronics,1144.99,548.77,2,0.05,1670,3
1912,  Customer_630  ,46,Aswan,06-08-2020,0,13539,06-08-2020,Same Day,147,Product_147,Electronics,915.58,520.96,3,,507,3
2276,Customer_631,-5,Mansoura,05/20/2022,0,13567,05/20/2022,Same Day,146,Product_146,Sports,65.57,40.17,3,0.1,342,5
2253,Customer_632,65,Luxor,03/24/2021,1,10694,03/24/2021,Express,134,Product_134,Electronics,1325.7,762.89,5,0.2,1209,2
2197,CUSTOMER_633,43,Mansoura,26-12-2020,1,10991,26-12-2020,Same Day,120,Product_120,Electronics,694.77,420.57,5,,1467,1
2191,Customer_634,32,Giza,11/26/2023,0,11466,11/26/2023,Standard,118,Product_118,Electronics,1400.79,667.93,2,,402,6
1169,Customer_635,53,Luxor,11/26/2022,0,11975,11/26/2022,Express,114,Product_114,Clothing,768.53,499.43,3,,767,5
2416,Customer_636,41,Alexandria,09-08-2022,1,12965,09-08-2022,Standard,118,Product_118,Home Appliances,1056.63,565.2,3,,876,4
1945,CUSTOMER_637,45,Cairo,04/12/2020,0,13299,04/12/2020,Same Day,102,Product_102,Home Appliances,150.47,104.75,5,,430,5
1794,customer_638,43,Cairo,15-02-2023,1,10747,15-02-2023,Express,101,Product_101,Clothing,1130.47,460.09,3,0.1,606,3
1633,Customer_639,47,Giza,05/25/2021,0,10145,05/25/2021,Express,120,Product_120,Clothing,540.09,277.66,5,,538,6
2217,Customer_640,25,Mansoura,05-09-2020,1,13641,05-09-2020,Express,134,Product_134,Clothing,559.47,254.08,1,0.05,1032,2
1028,Customer_641,18,Alexandria,23-07-2022,0,13367,23-07-2022,Standard,141,Product_141,Home Appliances,222.05,125.83,3,0.05,442,6
2188,Customer_642,61,Luxor,30-09-2020,0,12288,30-09-2020,Express,141,Product_141,Home Appliances,262.94,124.36,4,0.1,606,3
2445,CUSTOMER_643,43,Mansoura,09-08-2022,0,10856,09-08-2022,Express,148,Product_148,Electronics,319.35,198.39,2,,495,4
1338,Customer_644,51,Giza,09/29/2023,0,10286,09/29/2023,Standard,111,Product_111,Home Appliances,525.9,349.49,5,0.1,460,5
2388,  Customer_645  ,13,Mansoura,12/23/2022,1,10951,12/23/2022,Standard,127,Product_127,Sports,1343.36,622.33,3,,740,3
2365,Customer_646,56,Giza,02/18/2023,1,13746,02/18/2023,Standard,123,Product_123,Home Appliances,583.98,261.74,3,,640,4
1499,Customer_647,32,Aswan,04-05-2023,0,10025,04-05-2023,Same Day,138,Product_138,Clothing,1100.33,,5,0.2,608,5
1510,Customer_648,-10,Cairo,10/11/2021,0,10451,10/11/2021,Standard,144,Product_144,Home Appliances,169.98,86.41,4,0.2,532,5
2350,  Customer_649  ,39,Cairo,06/25/2022,0,12153,06/25/2022,Standard,103,Product_103,Elec,907.09,481.1,3,,443,3
1216,Customer_650,25,Mansoura,06/08/2023,0,10239,06/08/2023,Express,112,Product_112,Home Appliances,748.74,349.13,1,0.1,517,5
2324,Customer_651,39,Alexandria,01/13/2024,0,13923,01/13/2024,Same Day,130,Product_130,Clothing,1468.04,,2,,354,7
2155,Customer_652,37,Luxor,10/30/2022,1,13489,10/30/2022,Express,131,Product_131,Sports,1277.0,599.41,5,,794,2
2093,Customer_653,55,Giza,23-05-2022,0,10331,23-05-2022,Standard,123,Product_123,Clothing,709.5,425.54,3,,494,5
2275,Customer_654,62,Luxor,01/27/2023,0,12959,01/27/2023,Standard,101,Product_101,Sports,1173.96,645.28,2,,552,5
2438,Customer_655,62,Cairo,07/02/2022,0,11914,07/02/2022,Express,141,Product_141,Electronics,329.91,209.96,5,,914,4
1444,Customer_656,6,Alexandria,11/21/2020,0,11065,11/21/2020,Same Day,120,Product_120,Electronics,865.39,427.35,5,,688,7
1875,  Customer_657  ,25,Alexandria,30-08-2022,1,10644,30-08-2022,Same Day,106,Product_106,Home Appliances,158.2,87.28,5,,855,3
2205,Customer_658,5,Luxor,10-07-2022,0,11852,10-07-2022,Express,111,Product_111,Electronics,554.73,265.08,4,,409,7
1166,Customer_659,22,Cairo,06/14/2021,0,13627,06/14/2021,Standard,135,Product_135,Electronics,377.5,256.83,1,,333,3
1090,Customer_660,30,Luxor,05/21/2021,1,10034,05/21/2021,Same Day,104,Product_104,Clothing,1092.42,608.02,5,,1321,1
1713,Customer_661,46,Mansoura,29-07-2023,0,12923,29-07-2023,Same Day,129,Product_129,Clothing,760.63,343.83,4,,522,8
1038,Customer_662,32,Alexandria,07/21/2021,0,13418,07/21/2021,Express,110,Product_110,Home Appliances,1139.05,548.83,5,,461,5
2149,Customer_663,32,Alexandria,03-12-2022,0,12431,03-12-2022,Same Day,129,Product_129,Home Appliances,797.18,338.7,5,,760,2
2474,Customer_664,42,Mansoura,09/19/2022,0,13584,09/19/2022,Standard,138,Product_138,Home Appliances,175.4,71.62,4,,551,6
1172,Customer_665,14,Cairo,07-07-2023,0,13809,07-07-2023,Express,101,Product_101,Home Appliances,1116.28,622.63,1,,544,5
1652,Customer_666,27,Alexandria,04-05-2021,1,10810,04-05-2021,Same Day,140,Product_140,Clothing,1258.18,630.52,2,,1057,3
1753,CUSTOMER_667,32,Aswan,07/16/2021,0,11311,07/16/2021,Standard,108,Product_108,Home Appliances,1360.12,937.3,3,0.2,392,4
2243,  Customer_668  ,36,Aswan,06/19/2022,0,12795,06/19/2022,Standard,138,Product_138,Home Appliances,879.39,396.96,5,,437,8
2081,Customer_669,41,Aswan,07-06-2020,0,11894,07-06-2020,Express,117,Product_117,Electronics,1142.7,,1,,412,4
1475,Customer_670,62,Giza,01-01-2024,0,13006,01-01-2024,Express,119,Product_119,Home Appliances,1140.46,564.29,3,,366,7
1455,Customer_671,53,Giza,08/08/2021,0,11056,08/08/2021,Standard,133,Product_133,Sports,275.84,128.83,5,,347,6
1828,Customer_672,28,Cairo,25-04-2021,1,12142,25-04-2021,Standard,115,Product_115,Elec,288.12,199.06,3,,505,2
1894,Customer_673,36,Mansoura,10-07-2021,0,13067,10-07-2021,Same Day,145,Product_145,Clothing,152.78,97.9,4,0.2,742,6
2384,CUSTOMER_674,35,Luxor,11/18/2021,0,10204,11/18/2021,Same Day,131,Product_131,Sports,513.87,302.77,1,,426,4
2024,Customer_675,32,Cairo,16-10-2021,0,13692,16-10-2021,Same Day,121,Product_121,Home Appliances,736.59,448.68,1,,614,5
1386,customer_676,44,Luxor,11-01-2023,0,12881,11-01-2023,Same Day,103,Product_103,Elec,1496.95,1043.99,2,,721,7
1347,customer_677,12,Cairo,14-06-2020,0,12077,14-06-2020,Same Day,102,Product_102,Home Appliances,674.94,390.09,2,,890,4
1189,CUSTOMER_678,53,Giza,10-10-2020,0,12313,10-10-2020,Express,135,Product_135,Electronics,1103.05,474.94,3,0.2,580,6
1504,Customer_679,65,Aswan,04-11-2020,0,12070,04-11-2020,Same Day,141,Product_141,Home Appliances,1055.43,442.71,4,,812,5
2214,Customer_680,35,Mansoura,04/18/2021,0,12656,04/18/2021,Same Day,116,Product_116,Sports,346.5,207.89,3,,1012,3
2392,customer_681,35,Giza,23-02-2022,0,10038,23-02-2022,Same Day,145,Product_145,Clothing,134.84,80.54,5,,543,5
2432,  Customer_682  ,42,Mansoura,11/22/2023,0,10172,11/22/2023,Standard,121,Product_121,Sports,841.71,525.61,1,,406,3
1823,customer_683,55,Luxor,08-11-2020,0,10759,08-11-2020,Same Day,112,Product_112,Sports,1065.44,,3,,776,3
1928,customer_684,35,Cairo,12/17/2023,0,11914,12/17/2023,Express,128,Product_128,Clothing,1497.47,1023.48,3,,381,6
1933,Customer_685,54,Alexandria,03/14/2021,0,13484,03/14/2021,Standard,112,Product_112,Electronics,569.99,322.24,1,,529,6
2140,Customer_686,47,Alexandria,05/11/2020,0,10413,05/11/2020,Standard,133,Product_133,Electronics,1349.73,802.91,1,,429,6
1133,Customer_687,75,Mansoura,04/29/2022,1,13745,04/29/2022,Same Day,120,Product_120,Clothing,603.8,247.83,2,,694,2
1057,Customer_688,35,Aswan,04/14/2022,1,10691,04/14/2022,Standard,140,Product_140,Home Appliances,1049.65,722.47,2,0.2,993,3
1684,Customer_689,10,Aswan,11/08/2021,0,12662,11/08/2021,Same Day,149,Product_149,Electronics,917.47,521.84,1,,367,7
1671,Customer_690,18,Mansoura,01/16/2023,0,12256,01/16/2023,Same Day,121,Product_121,Sports,126.82,72.16,3,,716,8
1172,Customer_691,40,Giza,08/12/2022,0,10021,08/12/2022,Same Day,139,Product_139,Clothing,163.66,111.79,5,0.05,544,5
1814,Customer_692,55,Alexandria,01-05-2022,0,12052,01-05-2022,Express,141,Product_141,Sports,80.11,54.38,3,,351,4
2172,Customer_693,30,Giza,07-05-2020,1,12698,07-05-2020,Standard,149,Product_149,Electronics,587.71,273.93,5,,1035,2
1079,Customer_694,36,Luxor,02/27/2021,1,10213,02/27/2021,Standard,142,Product_142,Clothing,1131.41,768.6,1,,1404,1
1885,  Customer_695  ,50,Alexandria,05/10/2022,1,11695,05/10/2022,Standard,136,Product_136,Clothing,300.5,186.61,5,,356,4
2236,Customer_696,25,Luxor,08-03-2022,0,10919,08-03-2022,Standard,122,Product_122,Elec,928.49,376.66,2,,589,4
1202,Customer_697,30,Cairo,11-04-2023,0,10906,11-04-2023,Standard,126,Product_126,Electronics,468.8,221.25,1,,420,4
1763,  Customer_698  ,22,Giza,25-11-2023,0,13210,25-11-2023,Same Day,107,Product_107,Clothing,1205.64,631.63,4,,403,5
2252,customer_699,57,Mansoura,10-02-2020,0,13728,10-02-2020,Same Day,107,Product_107,Home Appliances,1207.67,694.23,5,,581,7
2250,Customer_700,63,Alexandria,03/25/2023,0,12719,03/25/2023,Same Day,108,Product_108,Clothing,1174.35,716.82,5,,625,5
2464,Customer_701,16,Giza,02/18/2022,0,13666,02/18/2022,Express,126,Product_126,Home Appliances,811.01,375.55,4,0.1,388,6
2425,  Customer_702  ,37,Mansoura,09/03/2022,1,12714,09/03/2022,Express,124,Product_124,Sports,462.62,301.17,4,,851,2
1046,CUSTOMER_703,61,Cairo,13-01-2020,1,10799,13-01-2020,Express,124,Product_124,Home Appliances,1223.69,799.94,1,,1273,5
2256,customer_704,45,Alexandria,12/21/2021,0,12364,12/21/2021,Express,140,Product_140,Home Appliances,319.85,188.87,3,,329,8
2328,  Customer_705  ,32,Luxor,03-09-2021,0,10792,03-09-2021,Standard,148,Product_148,Electronics,470.15,,4,,388,3
2166,customer_706,16,Cairo,03/09/2022,1,10575,03/09/2022,Express,112,Product_112,Clothing,316.72,203.93,5,,542,3
2438,CUSTOMER_707,57,Aswan,05/08/2022,0,11727,05/08/2022,Standard,147,Product_147,Sports,1027.6,479.36,4,,914,4
2396,Customer_708,45,Mansoura,01/07/2023,1,13227,01/07/2023,Standard,108,Product_108,Clothing,1045.04,668.41,1,,445,3
2282,Customer_709,17,Alexandria,01/23/2023,1,11447,01/23/2023,Standard,109,Product_109,Home Appliances,996.14,683.31,1,,601,3
1655,Customer_710,57,Alexandria,05/20/2023,0,13571,05/20/2023,Same Day,103,Product_103,Home Appliances,652.62,287.99,5,0.2,592,2
1470,Customer_711,15,Cairo,27-03-2021,0,10090,27-03-2021,Same Day,121,Product_121,Home Appliances,195.25,135.43,5,,344,7
1970,Customer_712,36,Alexandria,09/26/2022,0,13725,09/26/2022,Standard,131,Product_131,Clothing,1371.2,558.76,5,,448,4
2035,Customer_713,36,Mansoura,03/25/2021,0,11065,03/25/2021,Express,148,Product_148,Home Appliances,786.21,437.64,3,,548,8
2353,Customer_714,64,Cairo,12-07-2021,1,10760,12-07-2021,Standard,147,Product_147,Clothing,640.11,404.66,5,,644,3
1735,customer_715,36,Luxor,06/11/2022,0,13366,06/11/2022,Same Day,124,Product_124,Sports,903.8,575.84,1,,800,5
1783,customer_716,36,Cairo,21-09-2022,1,10769,21-09-2022,Express,104,Product_104,Sports,329.55,204.45,1,,806,3
1967,  Customer_717  ,19,Cairo,02/29/2020,0,11360,02/29/2020,Same Day,120,Product_120,Clothing,242.2,135.34,4,,1460,3
1357,Customer_718,30,Luxor,03/07/2022,1,12048,03/07/2022,Express,116,Product_116,Sports,638.01,379.8,5,,1031,2
1971,Customer_719,27,Aswan,11/19/2021,0,12156,11/19/2021,Same Day,110,Product_110,Electronics,379.47,231.47,3,0.1,488,3
2431,Customer_720,28,Mansoura,10/01/2023,0,12975,10/01/2023,Standard,143,Product_143,Home Appliances,404.22,221.66,2,0.2,458,3
1667,Customer_721,40,Aswan,22-10-2023,1,12002,22-10-2023,Same Day,126,Product_126,Home Appliances,1344.14,777.86,4,,437,3
1372,  Customer_722  ,3,Aswan,08-04-2022,1,13196,08-04-2022,Express,129,Product_129,Home Appliances,819.6,535.94,3,0.1,999,3
2031,Customer_723,17,Aswan,23-01-2024,1,11087,23-01-2024,Same Day,105,Product_105,Electronics,751.03,,5,0.1,344,5
2145,CUSTOMER_724,38,Giza,12/04/2020,1,10205,12/04/2020,Express,111,Product_111,Home Appliances,1049.75,584.67,3,0.2,1298,3
2371,Customer_725,41,Aswan,15-08-2022,1,13486,15-08-2022,Same Day,129,Product_129,Clothing,1429.74,575.53,2,,870,3
1675,Customer_726,36,Giza,09/18/2020,0,12897,09/18/2020,Same Day,145,Product_145,Home Appliances,212.69,128.94,3,0.05,1030,4
1089,  Customer_727  ,39,Luxor,06/28/2023,0,13315,06/28/2023,Standard,115,Product_115,Clothing,1258.63,577.23,2,,354,5
1697,Customer_728,33,Mansoura,12/29/2022,0,12637,12/29/2022,Express,106,Product_106,Sports,896.83,488.14,2,,393,5
2339,CUSTOMER_729,39,Aswan,02/25/2020,0,10622,02/25/2020,Express,148,Product_148,Clothing,261.94,121.29,2,0.05,606,3
2201,customer_730,46,Alexandria,17-03-2022,0,11677,17-03-2022,Standard,115,Product_115,Clothing,480.87,195.74,3,0.05,341,7
1539,  Customer_731  ,46,Luxor,27-04-2023,0,13287,27-04-2023,Same Day,143,Product_143,Clothing,749.42,408.41,5,,597,6
1731,Customer_732,29,Giza,01-03-2023,0,13012,01-03-2023,Express,120,Product_120,Home Appliances,1052.21,,1,0.1,656,4
1868,Customer_733,53,Mansoura,19-09-2023,0,11551,19-09-2023,Express,134,Product_134,Electronics,401.78,211.96,1,,470,4
1040,Customer_734,42,Cairo,02/25/2020,0,13012,02/25/2020,Express,102,Product_102,Electronics,825.57,381.94,3,,451,6
1739,Customer_735,58,Mansoura,20-06-2020,1,13637,20-06-2020,Standard,144,Product_144,Clothing,1042.77,713.42,5,,1115,4
1501,Customer_736,61,Mansoura,08/09/2023,0,12700,08/09/2023,Standard,116,Product_116,Home Appliances,700.67,281.01,1,0.1,511,2
1958,Customer_737,18,Aswan,27-05-2022,0,13451,27-05-2022,Express,119,Product_119,Electronics,1301.39,868.63,2,0.2,521,3
2168,Customer_738,27,Aswan,10/04/2020,0,11871,10/04/2020,Same Day,134,Product_134,Sports,1310.72,814.05,3,0.05,445,5
2224,Customer_739,52,Giza,03-08-2022,0,10078,03-08-2022,Same Day,149,Product_149,Sports,732.5,330.81,3,,878,5
1928,Customer_740,15,Giza,01/07/2021,0,12462,01/07/2021,Standard,114,Product_114,Home Appliances,1460.74,791.22,4,,381,6
1460,Customer_741,61,Aswan,04/12/2020,0,11476,04/12/2020,Same Day,124,Product_124,Sports,159.6,111.19,4,,447,3
1731,Customer_742,34,Aswan,06/16/2021,0,11172,06/16/2021,Standard,128,Product_128,Sports,54.88,32.55,4,,656,4
